10 hral|torn.
196 gril|(dil) (cf. {'gril ba}) a roll; {shog gril} rolled paper; a paper roll: {shog bus gril nas bzhag byung} kept rolled up in paper: {gos gril} a roll of satin or cloth; a garment folded up (Cs.).
196 gyod|v. {'gyod pa}.\n\n(EEE The original has the Tibetan headword as {gyad} but, with the transliteration "gyod" and the context, it is clearly a dropout error and has been corrected accordingly.)
196 gzhan don|SANST the interest or good of others: {sngon la rang don ma grub par gzhan don mi 'grub} unless (your) own interest has been first served you cannot look to other's interest (Behu. 249).
196 'jor|= {gzhor} 1. hoe, grubbing hoe, mattock, pick-axe; {'jor lcags} the iron of a mattock (Cs.). 2. the supine of {'jo ba} as in {'jor gyis rko ba} to turn up with the hoe; {'jor bu} a small hoe.
196 kang dang king|prop. n. of a terrific deity, a Dakini. When the monastery of Samye was built, the image of the {kang dang king} was placed on the first floor of the principal temple (Gyal. S. 87).
196 klan pa|1. revenge; wrong avenged; to wreak vengeance for: {bya rog gis 'ug pa la sha klan pa zhes pas len pa'i don/} (Lo. 9) the crow revenges itself upon the owl by what is called flesh-revenge.
196 kon pa|also called {kon pa gab skyes} the name of a plant that grows in solitary places, generally in the clefts of rocks. This medicine kon-pa gab-skyes, is used in Tibet for stopping hemorrhage.
196 mgo bo|= {yan lag mchog} SANST the chief of the limbs of the body (Moon.): {mgo bo gdugs 'dra zlum pa'i mi yi dbang por 'gyur} he who has a round head resembling an umbrella becomes a lord of men.
196 mi'i 'tsho ba|SANST human being, human existence, life.\n\n(EEE The original gives the transliteration of the headword as "mi-yi htsho-wa" or {mi yi 'tsho ba}with the same meaning as the Tibetan.)
196 mkhas pa'i mgul rgyan|mkhas pa'i mgul rgyan si tu chos kyi 'byung gnas kyi sum rtags kyi 'grel pa n. of a commentary on Tibetan grammar called {mkhas pa'i mgul rgyan} by Si-tu Chos-kyi hbyuo-gnas.
196 pho rog|colloq. for {bya rog} the raven, said to possess the power of foreboding; consequently omens are drawn from its cry. {pho rog mig} (lit. the raven's eye) n. of a medicinal herb (Vai. so.).
196 rang rkya thub|one who is so learned, clever or skilled that he needs no help or advice or instruction from another party: {nyams len rang rkya thub nges su zhun thar bcad pa de yin} (Khrid. 153).
196 ru ba|1. = {re gur} a tent-covering made of yak's hair; {ru ba pa} a person living in such a tent; {ru ba'i tshogs} a number of such tents, a tent-village (Jä.). 2. = {'brog pa} herdsmen of Tibet.
196 sa khra|= {sa kra} map; {sa khra 'degs} = {sa thig tshad blang ngo} draw a plan of the place (A. 61); {khyed rnams kyang jo bo'i sa khra bzhag nas} you also having left the Jo-wo's place (A. 123).
196 skyid sdug|good and ill-luck, happiness and misery; one's general circumstances: {skyid sdug ci byung kyang} whatever circumstances may happen: {skyid sdug bsre ba} pleasure and pain intermingled.
196 so sor thar pa|also {so sos thar pa} SANST, liberation, deliverance; {so so thar pa'i mdo} the Sutra on deliverance, code of moral and monastic discipline, containing 250 rules for the priesthood.
196 srog khung|1. the hole or passage through which life passes away. 2. the deep cut or stab, by which Tibetan butchers kill animals (Huc. 1. 443); {srog khung 'byed pa} to stab in this manner (Jä.).
196 sum cu tig|or {sum tig} a medicinal herb growing in the clefts of rocks and amidst grass in Tibet. {sum cu tig gis mchin mkhris tsha ba sel} removes inflammation of the liver and biliousness. Med.
196 tha ga na|occurs in the work {tha ga na'i mtshan brjod kyi 'grel pa la sogs pa gsang sngags} a commentary on the description of the names of Tha-ga-na and other terms of mysticism (Deb. {ga}, 27).
196 tha skar gyi bu gnyis|SANST the two sons of Ashvini who are divine physicians. {tha skar gyi zla ba} the month of Ashvina (October). {tha skar gyi nya} SANST the full moon in the mouth of Ashvina.
196 thib pa|v. {'thib pa} and {gtib pa}; {thib thib} very dark, dense; {smug pa thib thib} fogs thickening.\n\n(EEE {'thib pa} does not occur as a headword in the dictionary but see under {thibs po}.)
196 thug|postp. c. accus. until, up to; in reference to time and space {da thug} until now; {zhag bzhi bcu thug} for forty days; {dgon pa'i kha thug} over against the gompa, at the gompa. Adv. = only.
196 thur ma|1. SANST a stick, chopstick; {thur ma brgya pa} an umbrella which is made on a frame work of (lit. a hundred) many sticks (Moon.). 2. spoon. 3. a whole class of surgical instruments (Jä.).
197 bdud rtsi snying po|yeast.\n\nSyn. {chang rtsi}, {nying khu}, {snying khu} (Moon.).\n\n(EEE The original gives the transliteration of the headword as "bdud-stsi sñio-po" which is clearly in error.)
197 bsting|= {bkrams pa} SANST.\n\n(EEE The original has the Tibetan headword as {bstang} but, in accordance with the transliteration and the context, this has been corrected as above in this edition.)
197 bzhag pa|SANST 1. v. {'jog pa}. {da ni kha tshems yod na bzhag re ran} it is time to leave a testament if you have any (Rdsa. 16). 2. to tear, wear, of cloth, etc.; to burst, crack, split C. (Jä.).
197 cod pan|SANST, SANST, SANST, 1. tiara, diadem, crown worn by kings. 2. the crest of gallinaceous birds.\n\nSyn. {dbu rgyan}; {dpung rgyan}; {zla ba can}; {rtse gsum bgo rgyan}; {rtse bran} (Moon.).
197 dbang ldan|1. mighty, powerful. 2. a king sprung from the patriarch king of Tibet Ye-smon rgyal-po (J. Zao.). 3. a village in Tsang famous for carpet manufacture. 4. sym. fig.: eleven (Ya-sel. 54).
197 dbang sgo gsal pa'i cho ga|the rites or religious observances for making an object or person fit to be consecrated or ordained; {dbang gral} the row of those that are ordained or consecrated (Jä.).
197 gel pa|+\nthe trunk of a tree with a spiral top: {gel pa ni shing phung ngam rtsa ba sbom shing rtse mo rgyas pa} the term gelwa is when the stem or thick roots of a tree grow into a branching top.
197 'grangs pa|= {grod pa 'gengs} or {gsus pa 'gengs} bellyful, stomachful; {lto ba 'gengs} eaten to one's fill; also {ngoms pa} eaten to satiety; with {tshim pa} satiated; {chog pa} contented (Moon.).
197 'grim 'grul|communication; also travellers, either merchants or pilgrims: {rdo rje gdan du sog po'i 'grim 'grul chad} the communication of the Tartars with Dorje-dan (Gaya) was interrupted (A. 19).
197 gyis|1. instead of {kyis}, after the letters {na}, {ma}, {ra}, {la}. 2. imp. of {bgyid pa}, work honestly; behave well; do (so); {drang pur gyis} do it straight: {gyis shig} SANST do or let him do.
197 g.yon ma|1. the left hand (Jä.). 2. a woman: {bud med sgeg chos can} a woman who is possessed of seductive virtues; {g.yon mig ma} a term for a handsome woman (Moon.); a woman of captivating locks.
197 ka tya'i bu|‡ SANST lit. the son of Katya. It is said that the family name of Katyayana was given because the patriarch of the tribe took the vows of an ascetic from the sage Nada (K. d. {da} 127).
197 kha rje che|very powerful; also high moral merit: {'o skol ming sring rnams med na de ring rang kha rje che ang} if we brother and sister were not here, would you have been powerful today? (A. 18).
197 kun da|SANST 1. mistake, blunder, illusion (Lex.). 2. SANST, SANST the blue jessamine, Jasminum multiflorum or pubescens.\n\nSyn. {chu skyes}; {dgun zla tha chung skyes}; {'dab mo'i mdzod} (Moon.).
197 ldem pa|contrariety, opposition, irony. 2. adj. inconsistent, unstable, variable (Cs.). 3. vb. also {ldem ldem pa} (Sch.) to move up and down, to vibrate {gshog sgro ldem pa} the flapping of wings.
197 ma lag|1. active, quick. 2. in Ld. somersault; colloq. : {ma lag log byed pa} to perform a somersault, play the tricks of a mountebank, to roll on the ground with legs turned up, as do horses, etc.
197 ma reg|or {ma reg pa} = {ma thug pa} not touching or untouched: {chu'i dkyil 'khor la ma reg pa'i bar snang} the intermediate space which has not touched the clouds or sphere of water (Ya-sel. 39).
197 ngos zin pa|= {dngos zin pa} vb. 1. to be selfish. 2. = {ngos long} self interested: {de bas rang skyon ngos long gsal por shod/} there fore, clear of self-interest, confess your faults (Rdsa. 15).
197 no no|in Ladak a title of young noblemen; {no no chen mo} the eldest of a nobleman's sons, {no no bar pa} the second, {chung se} the youngest. In Khams is a favourite playful address to youngsters.
197 nor bu rin po che|SANST a mythical precious stone; further described as {nor bu rin po che rin thang med pa} the priceless gem in which lies the chief wealth and prosperity of the Chakravarti Raja.
197 paN chen|......{dpal ldan ye shes} the third Panchen Rin-po-chhe to whose court Warren Hastings in 1772 sent George Bogle. This lama made a grand progress from Shigatse to Peking; and died in 1779.
197 rked nad can ma|v. {bud med zla mtshan dang ldan ma}, a woman who has her monthly courses (Moon.).\n\n(EEE The original has {bud med zla mtshan dang ldan pa}, but this is a mistake for ~{ldan ma}.)
197 rong yul|the country of ravines; gen. Nepal, Sikkim, Bhutan, etc., are so called. {rong mi}, a man coming from Rong; {rong rta}, {rong lcang} a horse bred in, a willow growing in, Sikkim or Bhutan.
197 sbal pa can|SANST [a kind of tree, Sesbana grandiflora.]S. {sbal ba lag pa} the root of a medicinal plant: {sbal pa lag pas dri chu 'gag pa sel} the plant sbal-pa lag-pa cures obstruction of urine.
197 sbun gter|1. = {don med pa} or {snying po med pa} meaningless, without, substance, hollow, vain (Lish.). 2. a small building in the style of a monument, in which sacred writing are deposited (Jä.).
197 skya ris|outline, sketch, drawing of the outlines of a picture, which is generally done with charcoal in Tibet: {de nas skya ris 'di lta bu dgos} then outlines of this kind are necessary (A. 108.).
197 thu bo|1. SANST chief, senior, an elder brother. 2. SANST, SANST quarrel, poison. 3. = {thug pa} SANST gruel made of barley flour.\n\nSyn. {jo jo}; {a jo}; {phu bo}; {thog ma skyes}; {sngon skyes}.
197 yal ma yol|repentance, regret, and wonder that advantage was not taken of a certain opportunity: {kun kyang thugs rjes ma bzod yal ma yol} even all not appreciating, there was much regret (A. 157).
197 yongs su spyod|1. = {bran g.yog} servants, slaves, etc. 2. the honeymoon of a Brahman (Moon.). {yongs su spyod pa} SANST, SANST complete enjoyment, also ({dad pa lta bur}) showing respect or faith.
197 zhabs drung|1. mode of address in letter, v. {zhabs} 2. a servant, government-servant; {zhabs drung rin po che} the proper title of the Dharma Raja or spiritual ruler of Bhutan (Yig. {cha}, k. 10).
197 zhe thag pa|sincerity: {sems bskyed de zhe thag pa nas dgra bcom par 'gyur bar bya snyam na} if thinking that one should become a saint (Arhat) by sincerely imbibing faith in Buddhism (Surao. 123).
198 bgod pa|fut. {bgo} pf. {bgos} SANST, SANST to divide; {nor bgo ba} to divide property; to divide in ciphering a {grangs} number; to distribute {shas shas su} into shares; {mi rnams la} among people.
198 bi kra ma bu ri|‡ (sometimes wrongly written {bi kra ma la bu ri}) n. of a place in East Bengal situated in the neighbourhood of the place where Atisa was born: {bi kra ma pu ri zhed pa yod} (A. 2).
198 bshol ma|v. {chang dngos} SANST = spirit, wine. {bshol ldan mnyes} = {chang} (Moon.) SANST wine.\n\n(EEE {chang dngos} does not occur as a headword in the dictionary but see under {chu bdag skyes}.)
198 bzangs|only in {khang bzangs} which Vai. so. explains by: {khang pa brtsegs pa} a storeyed house, but applied only to the abodes of gods; in W. also the cubical part of a chorten is so called (Jä.).
198 cho nge|or {cho nges} is explained as ({mig chu gtong ba}) shedding of tears (Moon.), lamentation, wailing, esp. lamentations for the dead, dirge; {cho ngas 'debs pa} SANST throwing up lamentations.
198 de ka|or {de kha} that, the very same; {gang zag de ka nga yin} that very person was I myself; {de ka ltar} just so; {de ka yod} (in answer to a question) indeed! that is so; {de ka lags} just that.
198 dong tse|or {dong rtse} SANST 1. a copper coin in China. 2. piece of money of small value either in silver, gold, or copper; {gser gyi dong tse} gold coin. {dong zil} in W. Corydalis meïfolia (Jä.).
198 dpe brjod|SANST (Moon.) 1. example, comparison: {dpe brjod pa'i tshul gyis} SANST by way or means of example; {dpe brjod byed pa} to compare, to cite an example. 2. paradigm, example in Gram. (Jä.).
198 dra ma|1. = {ya rabs} nobility, generally applied to the SANST Licchavi race of Vaisali. 2. experienced, practised, learned. 3. = {rtsi shing} a board or slate for counting and writing figures upon.
198 'dul ba'i sde|SANST the Dulwa or disciplinary part of the Kahgyur. {'dul ba'i gzhi} SANST the main principles of the Dulwa. {'dul ba 'dzin pa} SANST a Buddhist monk who observes the rules of Vinaya.
198 grod pa|or {gsus pa} belly; generally the paunch of ruminating animals; in colloq. language it is sometimes applied to the stomach or {pho ba}: {mar grod} butter kept in the dried paunch of a sheep.
198 grongs|+\n(dong), v. {'grong ba} resp. to die; {rang gi shi ba la zhes byas pa} is resp. for natural death.\n\n(EEE {'grong ba} does not occur as a headword in the dictionary but see under {grong}.)
198 khams bde|= {nad med pa} free from disease; health.\n\nSyn. {sku gzugs bde}; {nyer 'tshe med}; {nye zhos dben}; {gcong med}; {snyun med}; {nad bu med}; {'byung bzhi snyoms}; {bro mi 'tshal} (Moon.).
198 ku su lu pa|is a word of Tantrik mysticism, its proper Tibetan equivalent being {gcod pa}, the art of exorcism. The mystic Tantrik rites of the Avadhauts, called Avadhutipa in Tibet, exist in India.
198 las myur du byed pa'i ming|"terms signifying the quick performance of work," viz.: {myur du byed}; {mgyogs pa byed}; {rtab rtab}; {tur tur}; {rdzogs la khad}; {zin la khad}; {tshar la khad} (Moon.).
198 mdag pa|or {mdag ma} 1. = {me mdag} glowing embers, cinders. 2. a sort of large unburnt brick of mud or clay (Cs.); {mdag ma'i dong} a pit for keeping live coals (for the purpose of melting metals).
198 mgo zlum|or {mgo reg} SANST, SANST, SANST shaven head, also round bald-head; a Buddhist monk; {mgo zlum gnas} a place where the shaven heads reside; a monastery; {mgo zlum pa} a shaven head; a monk.
198 na gi|‡ SANST n. of a medicinal seed of the size and appearance of a pea, prob. a cubeb (Rtsii.) [lit. mountain-born]S.\n\nSyn. {nya phyis dung}; {rmig pa}; {ko la'i 'dab}; {mi rgan sen mo} (Moon.).
198 rgyal phran|a petty king; a feudatory prince.\n\nSyn. {rgyal rigs cha shas}; {yul 'khor dbang}; {yul gyi bdag po}; {grong khyer rje}; {sde dpon}; {sa yi thig le 'dzin}; {khams kyi rgyal po} (Moon.).
