ka|1
mdung rtse gsum pa|674?
mdung 'dzin|674?
mdung shing|674?
mdud|674?
mdud dor ba|674?
mdud 'dra|674?
mdud pa snying pa|674?
mdud 'dzin|674?
mdun|674?
mdun jus|674?
mdun 'jog|674?
mdun du bsnur ba|674?
mdun bdar|674?
mdun na 'don|674?
mdun ma|674?
mdun sa|674?
mdun so|674?
mde'u|675
mdo|675?
mdo sngob|675?
mdo mdo byed pa|675?
mdo sde|675?
mdo sde pa|675?
mdo mi dma' ba|675?
mdo 'dzin pa|675?
mdo lam|675?
mdo li|676
mdog|676?
mdog can|676?
mdog ldan|676?
mdog bu pa|676?
mdog sbyin|676?
mdog mdzes|676?
mdog gsal|676?
mdongs|676?
mdongs pa|676?
mdongs gsol ba|676?
mdom|676?
mdor bsdus|676?
mdor bshad|676?
mdos|676?
'dag gu|677
'dag pa|677?
'dag rdzas|677?
'dang|677?
'dang gi pa|677?
'dang ba|677?
'dad|677?
'dab|677?
'dab skyes|677?
'dab skyod|677?
'dab brgya|677?
'dab brgya pa|677?
'dab can|677?
'dab chag|677?
'dab chags|678
'dab stong|678?
'dab 'deb|678?
'dab ldan mtshon|678?
'dab bu che|678?
'dab ma|678?
'dab ma skyob|678?
'dab ma 'jig pa|678?
'dab ma bdun pa|678?
'dab ma phra mo|678?
'dab ma yangs|678?
'dab ma'i thig pa|678?
'dab ma'i mdzod|678?
'dab zur can|678?
'dab bzang|678?
'dab bzang ma'i bu|678?
'dab yas|678?
'dabs|678?
'dam|679
'dam ka|679?
'dam khrod|679?
'dam pa|679?
'dam po|679?
'dam bu|679?
'dam bu ka ras|679?
'dam bu'i tshan mo|679?
'dam bu'i tshal|679?
'dam bu'i sa bon|679?
'dam rtsa|679?
'dam rdzab|679?
'dam shod sdar mo|679?
'dam seng|679?
'da' ga|680
'da' ba|680?
'dar 'dar|680?
'dar pa|680?
'dar bu|680?
'dar zhum zhum|680?
'dar yam|680?
'dar yam byed pa|680?
'dar shang|680?
'dal ba|680?
'das mchod|680?
'das po|680?
'das log|680?
'di|681
'di ka rang|681?
'di ko|681?
'di skad|681?
'di ltar|681?
'di dang phyi|681?
'di dus|681?
'di nas|681?
'di pa|681?
'di phyi sdeb pa|681?
'di bya 'di byed|681?
'di mur|681?
'di tsug yin|681?
'di rigs|681?
'di ru|681?
'dig|682
'ding ba|682?
'du khang|682?
'du 'khrug|682?
'du gnas|682?
'du 'phrod|682?
'du ba|682?
'du ba snyoms pa|682?
'du byed|682?
'du tshogs|682?
'du 'dzi|682?
'du 'dzin|682?
'du shes|683
'du shes kyi rnam pa|683?
'du shes med pa|683?
'du shes gsum|683?
'dug khri|683?
'dug stangs|683?
'dug 'dug|683?
'dug gnas|683?
'dug pa|684
'dud pa|685
'dun|685?
'dun khang|685?
'dun pa|685?
'dun ma|685?
'dun sa|685?
'dum khra|685?
'dum bde ba|685?
'dum pa|686
'dum bu|686?
'dur|686?
'dur phye drag pa|686?
'dur ba|686?
'dur bon|686?
'dul ba|686?
'dul ba dang 'gal ba|686?
'dul ba po|686?
'dul ba smra ba|687
'dul ba'i sde|687?
'dul byed|687?
'dul byed skyes|687?
'dul gshen drug|687?
'dus|687?
'dus chung|687?
'dus chung rdzong|687?
'dus pa|687?
'dus pa rin po che'i rgyud|687?
'dus byas|687?
'dus dbang|687?
'de gu|687?
'de ba|687?
'deg pa|688
'degs mtshon|688?
'degs shing|688?
'degs gshor|688?
'deng ba|688?
'dengs tshod|688?
'ded pa|688?
'ded byed|688?
'ded byed sdong po|688?
'debs|689
'debs pa|689?
'dem pa|689?
'der|689?
'do|689?
'do chung|689?
'do chen|689?
'do ba|689?
'do le|689?
'dogs pa|689?
'dong ba|690
'dod khams|691
'dod mkhan|691?
'dod dgu|691?
'dod 'gro ma|691?
'dod rgyal|691?
'dod rgyu|691?
'dod chags|691?
'dod 'jo|692
'dod gtam|692?
'dod thag nye ba|692?
'dod dus|692?
'dod don|692?
'dod gdungs|692?
'dod ldan|692?
'dod nog can|692?
'dod pa|692?
'dod pa che ba|692?
'dod pa 'jo ba|692?
'dod pa nyid|692?
'dod pa ldan|692?
'dod pa na spyod pa|692?
'dod pa ni dri nga ba|693
'dod pa ni rul lta bu|693?
'dod pa rnams ni kun tu 'bar ba|693?
'dod pa rnams ni gsod pa|693?
'dod pa spyod pa|693?
'dod pa la 'chums pa|693?
'dod pa la 'dod chags|693?
'dod pa'i kha lo pa|693?
'dod pa'i 'khri shing|693?
'dod pa'i tA la|693?
'dod pa'i dri|693?
'dod pa'i pho nya|693?
'dod pa'i dbang phyug|693?
'dod pa'i myos bum|693?
'dod pa'i rtsod ldan|693?
'dod pa'i tsher gnas|693?
'dod pa'i gzugs can|693?
'dod pa'i yon tan|693?
'dod pa'i yon tan lnga|693?
'dod pa'i rim|693?
'dod pa'i lha|693?
'dod spyod ma|693?
'dod phyogs|693?
'dod bya|693?
'dod byed|693?
'dod bral|693?
'dod dbang|693?
'dod me|693?
'dod zhen|693?
'dod gzugs|693?
'dod le|693?
'dod log|693?
'dod gshis bskyangs pa|693?
'dod sred|693?
'dod lha dga' rab dbang phyug|693?
'don pa|694
'don dmag|694?
'don sha ston 'jal|694?
'dom|694?
'dom nus pa|694?
'dom pa|694?
'doms|694?
'dor|695
'dor ba|695?
'dor byed|695?
'dol pa|695?
'dol sa|695?
'dra|695?
'dra 'dra|696
'dra bar bzhengs|696?
'dra bo|696?
'dra shus|696?
'drangs|696?
'drad|696?
'dran|696?
'dral pa|696?
'dri ba|696?
'drid pa|696?
'drim pa|696?
'dril ba|697
'dris pa|697?
'dru ba|697?
'drugs pa|697?
'drud pa|697?
'drub pa|697?
'drul ba|697?
'dre|697?
'dre 'jigs|697?
'dre 'jigs thang chung|697?
'dre ldog|697?
'dre pang kha|697?
'dre ba|698
'dre shig|698?
'dreg pa|698?
'dred pa|698?
'dren chas|698?
'dren pa|698?
'dren ma|698?
'dres rnyog|698?
'dres pa|698?
'dres par gyur|698?
'dres ma|698?
'drog pa|699
'drong pa|699?
'drongs pa|699?
'dron skyong gi bu|699?
'drobs pa|699?
rda ba|699?
rdang|699?
rdab pa|699?
rdar ba|699?
rdal|699?
rdal ba|700
rdig|700?
rdigs pa|700?
rdib pa|700?
rdu ba|700?
rdug pa|700?
rdung|700?
rdung ba|700?
rdum|700?
rdul|700?
rdul can|701
rdul bcas ma|701?
rdul 'joms|701?
rdul ldan|701?
rdul 'phyang|701?
rdul bral|701?
rdul ma|701?
rde|701?
rdeg pa|701?
rdeb da ru|701?
rdeb pa|701?
rdebs pa|701?
rde'u|702
rdo|702?
rdo klad|702?
rdo dkar|702?
rdo skyes|702?
rdo kha|702?
rdo khog|702?
rdo mkhan|702?
rdo mkhris|702?
rdo rgyud|702?
rdo rgyus|702?
rdo 'chang|702?
rdo 'jog|702?
rdo rje|703
rdo rje mkha' 'gro|704
rdo rje 'khor lo|704?
rdo rje gri gug|704?
rdo rje gling|704?
rdo rje rgya gram|704?
rdo rje rgyal mtshan|704?
rdo rje gcod pa|704?
rdo rje bcu'i snying po|704?
rdo rje bcom|704?
rdo rje chos kyi glu|704?
rdo rje chos bdun|704?
rdo rje mchog|704?
rdo rje 'chang|704?
rdo rje 'jigs byed|704?
rdo rje nyi ma|704?
rdo rje snying po rgyan gyi rgyud|704?
rdo rje snying po rdo rje lce 'bab pa|704?
rdo rje snying zhus le'u gcig|704?
rdo rje dril bu|705?
rdo rje gdan|705?
rdo rje gdan pa|705?
rdo rje gdan bzhi'i rgyud|705?
rdo rje nag mo|705?
rdo rje rnam 'joms kyi gzungs|705?
rdo rje rnon po|705?
rdo rje pad ma|705?
rdo rje pha lam|705?
rdo rje phag mo|705?
rdo rje phur pa|705?
rdo rje phreng ba|705?
rdo rje dbyings kyi dbang phyug ma|705?
rdo rje me lce|706
rdo rje rtse dgu pa|706?
rdo rje 'dzin|706?
rdo rje 'dzin pa|706?
rdo rje lu gu rgyud ma'i rtog pa|706?
rdo rje legs pa|706?
rdo rje sems dpa'|706?
rdo rje slob dpon|706?
rdo rje'i skyil krung|706?
rdo rje'i mchu can|706?
rdo rje'i mjug ma|706?
rdo rje'i 'jim pa|706?
rdo rje'i gtun|706?
rdo rje'i thog|706?
rdo rje'i tshig|706?
rdo rje'i tshe|706?
rdo rje'i zegs|706?
rdo rje'i rigs kyi snying po|706?
rdo mnyen|703
rdo snying|703?
rdo thal|703?
rdo don|703?
rdo dreg|703?
rdo snum|703?
rdo spos|703?
rdo 'phangs pa'i mdo|703?
rdo ba|703?
rdo tshad|703?
rdo tshig|703?
rdo zhun|703?
rdo zho|703?
rdo gzhod|703?
rdo gzong|703?
rdo yi rgyal po bzhi|703?
rdo yi zas can|703?
rdo ra|703?
rdo ring|703?
rdo rus thug|703?
rdo sol|703?
rdog|707
rdog dkar ba|707?
rdog 'gril ba|707?
rdog thon pa|707?
rdog pa|707?
rdog po|707?
rdog tsam rdog tsam|707?
rdog tshig|707?
rdongs pa|707?
rdob pa|707?
rdom chang|707?
rdor|707?
rdol pa|708
rdol ba|708?
rdos pa|708?
lda gu|708?
lda ldi|708?
lda man|708?
ldag pa|708?
ldang|708?
ldang ba|708?
ldad pa|708?
ldan|709
ldan grol|709?
ldan pa lnga|709?
ldan pa po|709?
ldan ma|709?
ldan mo|709?
ldan tshad|709?
ldan yul|709?
ldab ldib|709?
ldab ldob|709?
ldab pa|709?
ldabs phyor|709?
ldam khu|709?
ldam ldam|709?
ldam ldum|709?
ldam ldem|709?
lda'u mgo dkar|709?
ldar ba|709?
ldi ri ri|710
ldig pa|710?
lding skyogs|710?
lding kha|710?
lding khang|710?
lding khug|710?
lding dpon|710?
lding ba|710?
lding zangs|710?
ldib pa|710?
ldim|710?
ldir ba|710?
ldu gu|710?
ldug pa|710?
ldud pa|710?
ldum|710?
ldum po|710?
ldum bu|711
ldum ra|711?
ldur ldur|711?
ldur phye|711?
lde|711?
lde kha|711?
lde khu|711?
lde gu|711?
lde chung|711?
lde snol nam|711?
lde 'phrul nam gzhung btsan|711?
lde ba|711?
lde mig|711?
ldeg pa|711?
ldeng ka|711?
ldeng rgyas|711?
ldeng min|711?
ldeb pa|711?
ldebs pa|711?
ldem|712
ldem ldem|712?
ldem pa|712?
ldem po|712?
lde'u|712?
lde'u sgang|712?
lder|712?
lder ba|712?
lder bzo|712?
ldo|712?
ldo ldo|712?
ldog skyen pa|712?
ldog pa|712?
ldong|713
ldong kha|713?
ldong ba|713?
ldong mo|713?
ldong ros|713?
ldong lha|713?
ldon pa|713?
ldob pa|713?
ldobs pa|713?
ldom pa|713?
ldom bu|713?
ldom sa|713?
sdang ba|713?
sdang ba'i rtags|713?
sdang bu|713?
sdang byed|713?
sdad grong|713?
sdam pa|714
sdar ma|714?
sdig pa|714?
sdig pa rva can|714?
sdig pa rwa can|714?
sdig pa'i lto can|714?
sdig phug ma|714?
sdig blon|714?
sdig tshig|714?
sdig srin|714?
sdigs pa|715
sdigs mo byed pa|715?
sdigs mdzub|715?
sdings|715?
sdib pa|715?
sdu|715?
sdu gu|715?
sdug|715?
sdug gu|715?
sdug bsngal|715?
sdug mthug|715?
sdug 'dre|715?
sdug pa|715?
sdug pa nyal ba|715?
sdug po|715?
sdug byed|715?
sdug zhwa|715?
sdug sems|715?
sdud|716
sdud pa|716?
sdud len|716?
sdum pa|717
sdur ba|717?
sde|717?
sde dkrugs|717?
sde skor|717?
sde dgon|717?
sde brgyad|717?
sde can|717?
sde chen bya gag|717?
sde dum|717?
sde snod gsum|717?
sde pa|717?
sde pa don yod|717?
sde pa gtsang pa|717?
sde dpon|719
sde tshan|719?
sde bzhi|719?
sde gzar|719?
sde bzang|719?
sde yangs|719?
sde rab tu pham byed|719?
sde srid|719?
sde srid sangs rgyas rgya mtsho|719?
sdeg par gza'|719?
sdeng khag|718
sdeb pa|718?
sdeb sbyor|718?
sder ma|720
sder mo|720?
sdo kham|720?
sdo ba|720?
sdong po|720?
sdong po lnga|720?
sdong po can|720?
sdong po gcig|720?
sdong phran|720?
sdong ba|720?
sdong bu|720?
sdong bu ring|720?
sdong bu'i sman|720?
sdong zla|720?
sdong ras|720?
sdod|720?
sdod pa|721
sdom|721?
sdom gcod pa|721?
sdom 'ching|721?
sdom pa|721?
sdom pa'i dgra|721?
sdom bu|721?
sdom byed|721?
sdom brtson|721?
sdom tshig|721?
sdom gzer|721?
sdom la|721?
sdor|722
brda|722?
brda dkrog|723
brda skad|723?
brda chad|723?
brda ston pa|723?
brda 'dum shes|723?
brda spral ba|723?
brda sprod|723?
brdab pa|723?
brdabs sigs|723?
brda' shes|723?
brdar btags pa|723?
brdar ba|723?
brdal ba|723?
brdas|723?
brdugs|723?
brdung|723?
brdung ba|724
brdung ma|724?
brdul ba|724?
brdeg cha|724?
brdeg 'chos|724?
brdeg pa|724?
brdeg 'tshog pa|724?
brdog pa|724?
brdos pa|724?
bldags pa|724?
bldad|724?
bsdam mo|724?
bsdam ra|724?
bsdams pa|724?
bsdar ba|724?
bsdigs|724?
bsdigs tshig|724?
bsdu ba|724?
bsdums pa|724?
bsdur ba|724?
bsdogs pa|724?
bsdongs te|724?
bsdoms|724?
bsdos|724?
na|725
na ka|725?
na kra|725?
na kha|726
na khi|726?
na ga|726?
na gi|726?
na gu chang|726?
na gu le|726?
na chung ma|726?
na mnyam ma|726?
na ti ka|726?
na ning|726?
na ba|726?
na ba ma li ka|727
na ba tsa ti ka|727?
na bun|727?
na bun bu mo|727?
na ma|727?
na mo|727?
na mo che|727?
na tshod|727?
na tshod gnas|727?
na tshod gnas pa|727?
na rdza|727?
na bza'|727?
na 'un|727?
na ra|727?
na rag|727?
na ram|728
na ri ki la|728?
na ri kro ra|729
na re|729?
na ro|729?
na ro mkha' spyod ma|729?
na ro ta|729?
na la da|729?
na la tse|729?
na li|729?
na lin|729?
na le shag|729?
na le sham|729?
na le sham dkar po|729?
na len dra|729?
nag khra|729?
nag gi zhing|729?
nag 'gro|729?
nag rgya|729?
nag chags|729?
nag chu|729?
nag chu kha pa|729?
nag chen|729?
nag ting|729?
nag thum|729?
nag nog|730
nag nog can|730?
nag nog dri mas nogs pa|730?
nag pa|730?
nag po|730?
nag po khyab 'jug|730?
nag po 'gro shes|730?
nag po chen po|730?
nag po dri ldan|730?
nag po spyod pa|730?
nag po shu ti|730?
nag phyogs|730?
nag ma|731
nag mo|731?
nag mo khyo med|731?
nag mo lnga len|731?
nag mo can|731?
nag mo'i khol|731?
nag mo'i 'bras|731?
nag tshang|731?
nag tshig|731?
nag tsho lo tsA ba|731?
nags|731?
nags kyi rgyal|731?
nags kyi gcan gzan gdug pa can|731?
nags kyi tig ta|731?
nags kyi sbal pa|731?
nags kyi shwa na|731?
nags kyi lha|731?
nags khyi|731?
nags mngon par dga' ba|731?
nags nye ba|731?
nags ldan|731?
nags byung|731?
nags ma|731?
nags la lus|731?
nang|732
nang khong skems|732?
nang khrol|732?
nang 'khor|732?
nang gi khang pa|732?
nang gi khrims|732?
nang gi gru 'dzin|732?
nang gi mchod sbyin|732?
nang gi byed pa|733
nang gi sbyin pa|733?
nang gi rigs bzhi|733?
nang gog|733?
nang 'gal ba|733?
nang ngor shar ba|733?
nang gcig|733?
nang cha|733?
nang chags su|733?
nang chen|733?
nang chen sper gshig|733?
nang mchod|733?
nang rje|733?
nang ltar|733?
nang 'thab byed pa|733?
nang dag|733?
nang du yang dag 'jog|733?
nang na lci ba|733?
nang nang gi|734
nang pa|734?
nang par|734?
nang po|734?
nang byan chud pa|734?
nang blon dbang po lnga|734?
nang ma|734?
nang ma'i bka' bris|734?
nang mi|734?
nang mig|734?
nang me|734?
nang mo|734?
nang dme|734?
nang tshags|734?
nang bzan pa|734?
nang yangs pa|734?
nang rig pa|734?
nang rim|734?
nang sel|734?
nang gsal|734?
nangs|735
nad|735?
nad sna tshogs kyis btab|735?
nad pa|735?
nad po|735?
nad bu|735?
nad med|735?
nad med pa|735?
nad tsha|735?
nad zhi ba|735?
nad gzhi|735?
nad g.yog pa|735?
nad sangs pa|735?
nad sel|735?
nad gso thabs|735?
nan|736
nan tan|736?
nan tar|736?
nan tur|736?
nan ltar|736?
nan thur|736?
nan zhag|736?
nab nub|736?
nabs so|736?
nam|736?
nam mkha'|737
nam mkha' rgyal mtshan|737?
nam mkha' mjal|737?
nam mkha' lding|737?
nam mkha'i dkyil|737?
nam mkha'i ske rags|737?
nam mkha'i khyim|737?
nam mkha'i khyon|737?
nam mkha'i gos can|737?
nam mkha'i glang po|737?
nam mkha'i chu bo|737?
nam mkha'i snying po|737?
nam mkha'i rta|737?
nam mkha'i thig le|738
nam mkha'i tho ba|738?
nam mkha'i lding|738?
nam mkha'i nor|738?
nam mkha'i me tog|738?
nam ga yid la 'dod|738?
nam gang|738?
nam gung|738?
nam gyi cha stod|738?
nam gru|738?
nam gru ma|738?
nam mjug 'chad ka|738?
nam stod|738?
nam thang|738?
nam phugs|738?
nam phyed|738?
nam 'phang spyod|738?
nam smad|738?
nam zhod|738?
nam zla|738?
nam ring|738?
nam langs|738?
nam so|738?
nam srod|738?
na'i ljongs|738?
nar|739
nar nar|739?
nar ma|739?
nar mo|739?
nal|739?
nal ba|739?
nal byi|739?
nal byed|739?
nal le|739?
nal bshams|739?
nas|739?
nA|739?
nA ga|739?
nA ga ge sar|739?
nA ga ri|739?
nA ma|739?
ni|740
ni ku|740?
ni ya ma|740?
ni ru ha rgyab pa|740?
ni ro d+ha|740?
ni ro dha|740?
ning|740?
nid du zhi lo dhi|740?
nim pa|740?
nim pa kha|740?
ni'u li|740?
nu|741
nu rgyas ma|741?
nu tog|741?
nu gdan|741?
nu ba|741?
nu bo|741?
nu 'bur|741?
nu ma|741?
nu ma gnyis ma|741?
nu ma zung|741?
nu mo|741?
nu rin|741?
nu sor|741?
nud pa|741?
nub|741?
nub pa|741?
nub mo|741?
num|742
nur nur po|742?
nur pa|742?
nur ba|742?
nur rtsi|742?
nus mthu|742?
nus pa|742?
nus pa can|742?
nus pa stong ldan|742?
nus byed|742?
nus ma|742?
nus med|742?
ne|742?
ne thang|742?
ne ne mo|742?
ne ma|742?
ne tso|742?
ne rtsa ma pa|742?
ne we|743?
ne re|743?
ne le|743?
ne gsing|743?
nen pa|743?
nem nur|743?
nem nem pa|743?
nem bu|743?
ne'u ljang|743?
ne'u ldang|743?
ne'u ldangs|743?
ne'u le|743?
ne'u gsing|743?
ner ba|743?
no|743?
no kro gong|743?
no no|743?
no pi ka|744
no yon|744?
nog|744?
nogs pa|744?
nong ba|744?
nongs pa|744?
nod pa|744?
non pa|744?
nom|744?
nom nom|744?
nom pa|744?
nor|744?
nor skal|745
nor skyong|745?
nor skyong ze 'bru|745?
nor gyi nya ba|745?
nor gyi bdag|745?
nor gyi dbang po|745?
nor rgyas|745?
nor rgyun ma|745?
nor char 'babs|745?
nor nyan pa|745?
nor gnyer|745?
nor dang 'dra ba|745?
nor bdag|745?
nor 'dus|745?
nor ldan ma|745?
nor ldan brtsegs|745?
nor sdong|745?
nor gnas pa|745?
nor ba|745?
nor bu|745?
nor bu bzang po|746
nor bu bzang po'i gzungs|746?
nor bu rin po che|746?
nor bu bsam 'phel|746?
nor bu'i mgrin can|746?
nor bu'i 'od|746?
nor blo gros bdag|746?
nor sbyin|746?
nor sbyin ma|746?
nor mi nyan pa|746?
nor rtsen|746?
nor 'dzin|746?
nor 'dzin bu mo|746?
nor 'dzin dbang mo|746?
nor rdzas|746?
nor las rgyal|746?
nor las 'das|746?
nor gsar|746?
nol ba|747
nos pa|747?
n+ya gro d+ha|747?
gnag pa|747?
gnang skyed|747?
gnang ba|747?
gnangs|747?
gnad|747?
gnab pa|748
gnam|748?
gnam bskos|748?
gnam bskos ma|748?
gnam kha|748?
gnam khyi nag po|748?
gnam gang|748?
gnam gyi skyon|748?
gnam gyi khri bdun|748?
gnam gyi 'jigs pa|748?
gnam gyi bya khyung|748?
gnam gyi she mong bya|748?
gnam grangs ngar chen|748?
gnam grum pa|748?
gnam rgyan|748?
gnam lcags|748?
gnam chod pa|748?
gnam rta gyi ling|748?
gnam stong|748?
gnam gdong po|748?
gnam lde 'od srung|748?
gnam sdod|748?
gnam pa|749
gnam po|749?
gnam mtsho phyid mo|749?
gnam mdzod|749?
gnam zer|749?
gnam yas|749?
gnam ri srong btsan|749?
gnam lo gsar tshes|749?
gnam gshed|749?
gnam so|749?
gna'|749?
gna' ba|750
gnas|750?
gnas skabs|750?
gnas skyes ma|750?
gnas khang spangs pa|750?
gnas ngan lan|750?
gnas gcig 'dzin|750?
gnas bca' ba|750?
gnas bcu gcig|751
gnas chung sgra dbyangs gling|752
gnas chen|752?
gnas chen lnga|752?
gnas mchog|752?
gnas snying|752?
gnas ta la|752?
gnas rten|752?
gnas brtan|752?
gnas pa|752?
gnas byed|752?
gnas byed ma|752?
gnas ma|753
gnas mo|753?
gnas gtsang ma'i ris|753?
gnas tshang|753?
gnas tshul|753?
gnas tshe'u|753?
gnas gzhi|753?
gnas zab|753?
gnas bzang|753?
gnas bzod|753?
gnas lugs|753?
gnas lugs rtogs pa|753?
gnas sum cu so bdun|753?
gnas bsrung|753?
gnubs|753?
gnong|753?
gnong ba|753?
gnod pa|753?
gnod sbyin|753?
gnod sbyin chang|753?
gnod mdzes|753?
gnod sems|753?
gnon pa|754
gnob|754?
mnag pa|754?
mnad mnad|754?
mnab pa|754?
mnab btsal|754?
mnab rtsal|754?
mnam pa|754?
mna'|754?
mna' ma|755
mnar ba|755?
mnal|755?
mno ba|755?
mno shis lnga pa|755?
mnog pa|755?
mnong ba|755?
mnod pa|755?
mnol ba|755?
rna khung|755?
rna rgyan gcig pa|755?
rna sgrang|755?
rna can|755?
rna cha|755?
rna theg can|755?
rna ba|755?
rna ba gon pa|755?
rna ba brgyad pa|755?
rna ba can|755?
rna ba 'dzin|755?
rna ba'i bcud|755?
rna sbangs|755?
rna mdzad|755?
rna ru|756
rna lung|756?
rna shal|756?
rna slags|756?
rna slan|756?
rnag|756?
rnag gzan|756?
rnags|756?
rnang ba|756?
rnam dkar rtse|757?
rnam bkra|757?
rnam skyed|757?
rnam skyes|757?
rnam skrag|757?
rnam khro|757?
rnam mkhas ma|757?
rnam mkhyen|757?
rnam 'khor|758
rnam grangs|758?
rnam grol|758?
rnam gling|758?
rnam 'gyur|758?
rnam 'gyed|758?
rnam rgyal|758?
rnam rgyal bum pa|758?
rnam rgyal ma|758?
rnam rgyal shing|758?
rnam rgyas|758?
rnam sgeg ma|758?
rnam sgom|758?
rnam sgyur 'gro lus|759
rnam gcod|759?
rnam 'jig|759?
rnam 'joms|759?
rnam 'joms rtsa ba|759?
rnam gnyis sbyar spos|759?
rnam rtog|759?
rnam thar|759?
rnam thar sgo gsum|759?
rnam thos|759?
rnam thos sras|759?
rnam dag|760
rnam dul|760?
rnam gdung ma|760?
rnam 'dud|760?
rnam 'dud skyes|760?
rnam 'dren|760?
rnam 'dren chen po|760?
rnam snang gangs chen mtsho|760?
rnam snang byed|760?
rnam bsnun|760?
rnam pa|760?
rnam par|760?
rnam par dge ba'i dus|760?
rnam par rgyal byed|760?
rnam par 'dud|760?
rnam par ldan pa|760?
rnam par gnas|761
rnam par gnon|761?
rnam par snang mdzad|761?
rnam par snun pa|761?
rnam par spros pa med|761?
rnam par spros pa med pa|761?
rnam par byas|761?
rnam par 'bab pa|761?
rnam par tshig|761?
rnam par bzhag pa|761?
rnam par yangs pa|761?
rnam par g.yeng ba|761?
rnam par rig pa|761?
rnam par rig byed|761?
rnam par rol ba|761?
rnam par shes pa|761?
rnam par lhung ba|761?
rnam dpyod|761?
rnam phug pa'i grub mtha'|762
rnam phye|762?
rnam 'phyo|762?
rnam byed|762?
rnam dbye|762?
rnam smin|762?
rnam bzhag|762?
rnam gzigs|762?
rnam g.yeng|762?
rnam g.yo|762?
rnam rig byed|762?
rnam shes|762?
rnam sras gan mdzod|762?
rnam srol|762?
rnam gsal|762?
rnams|763
rnar|763?
rnal|763?
rnal 'gongs|763?
rnal du bkod pa|763?
rnal 'byor|763?
rnal 'byor rgyud|763?
rnal 'byor rnam pa|763?
rnal 'byor pa|763?
rnal 'byor spyod pa|763?
rnal 'byor ma|763?
rnal ma'i rgyud|763?
rnil|764
rnur ba|764?
rno ba|764?
rnon po|764?
sna|764?
sna khrid|764?
sna gong|764?
sna can ma|764?
sna bcag pa|764?
sna chen po|765
sna 'ju|765?
sna rtog|765?
sna bstad pa|765?
sna thag|765?
sna thung ba|765?
sna drangs|765?
sna dri|765?
sna 'ded pa|765?
sna 'dren|765?
sna nam|765?
sna snem|765?
sna phu|765?
sna ba|765?
sna ba 'dzin|765?
sna babs|765?
sna bum|765?
sna bo la kha|765?
sna bon|765?
sna sbyong|765?
sna sbrang|765?
sna ma|765?
sna smad|766
sna tshang|766?
sna tshogs|766?
sna tshogs can|766?
sna tshogs tog|766?
sna tshogs rta can|766?
sna tshogs 'thung|766?
sna tshogs mdog|766?
sna tshogs mdog can|766?
sna tshogs rdo rje|766?
sna tshogs sde|766?
sna tshogs mig ldan ma|766?
sna tshogs gtsug can|766?
sna tshogs 'dzin|766?
sna tshogs shing rta|766?
sna ra|766?
sna ro|766?
sna len pa|766?
sna sa|766?
snag|766?
snag tsha|766?
snag tsha 'byar byed|766?
snag las skyes|766?
snags pa|766?
snang brgyad pa'i rab klung|766?
snang chags|767
snang chung|767?
snang brnyan|767?
snang dag|767?
snang ldan|767?
snang ba|768
snang ba dkar po|768?
snang ba can|768?
snang ba mched pa|768?
snang ba thob pa|768?
snang ba mtha' yas|768?
snang ba gdong red pa|768?
snang ba nas snang bar 'gro ba|768?
snang ba nas mun par 'gro ba|768?
snang ba med pa|768?
snang ba'i bdag po|768?
snang ba'i dbang po|768?
snang ba'i mu khyud|768?
snang ba'i mdzod|768?
snang bar mdzes ma|768?
snang byed|768?
snang byed gnyis pa|768?
snang byed zung|768?
snang byed 'od byed|768?
snang med|768?
snang tshad|768?
snang tshul|768?
snang tshe|768?
snang mdzad|768?
snang zer can ma|768?
snang zer ldan ma|768?
snang 'od|768?
snang g.yel can|768?
snang ru sgang|768?
snang shas|768?
snang gshan|768?
snang sel khrab gyon|768?
snang srid|768?
snang gsal|768?
snad|768?
snad pa|769
snabs|769?
snam|769?
snam phyi|769?
snam phrag|769?
snam brag|769?
snam 'byar|769?
snam sbyar|769?
snam gzhogs|769?
snam logs|769?
snar|769?
snar thang|769?
snar po|769?
snar ba|770
snar ma|770?
snar ma skyes|770?
snar ma'i bdag po|770?
snal ma|770?
snun pa|770?
snub pa|770?
snubs|770?
snubs mtsho gling dgu'i bla do|770?
snum|770?
snum can shing|770?
snum pa|770?
snum za|770?
snum zan ma|770?
snur ba|771
sne|771?
sne gdong rtse|771?
sne 'dzom|771?
sne len|771?
sne shod|771?
sne sel tsam du mchis|771?
snem pa|771?
sne'u gling kha|771?
sne'u stan|771?
sne'u rdzong|771?
sner slebs|771?
sno ba|771?
snog zan|771?
snod|771?
snod chen|771?
snod pa|771?
