buddhaH|43?
jijJAsA|370
viDambanA|370
vyADaH|370
avidyANDakoSapaTalam|370
duHkhAM tIvrAM kharAM kaTukAm|370
nadati|370
mIDhaH|370
pragharati|370
kiyantaH|370
lUnaH|370
khANuH|370
jambUsAhvayaH|371
uddAyAdaH|371
dharmAlokamukham|371
brahmapathakovidaH|371
lakSyam|371
lakSaNam|371
kAraNe kAryopacAraH|371
kArye kAraNopacAraH|371
upapattiprAtilambhikaH|371
dharmatApratilambhaH|371
dharmatApratilabdhaH|371
dharmatApratilAbhikam|371
vidhUnam|371
sAkhilyam|371
pratyayitaH|371
apravyAhAraH|371
sthalam|371
dhanvani|371
raNazaunNDaH|371
dinakaraH|371
adhyAlambanam|371
sAkSivyapadiSTA|371
sAkSipRSTamAnam|371
ajinam|372
anAzvastAn sattvAn AzvAsayema|372
pRthivyAm apatanAya|372
AgADhIkariSyAmi|372
navayAnasaMprasthitaH|372
stUpaH|372
caityam|372?
caityAGgaNam|372
vasu|372
caramabhavikaH|372
nikAyasabhAgasyAvedhaH|372
upavAsaH|372
AhAre pratikUlasaMjJA|372
sarvaloke ऽnabhiratisaMjJA|372
zikSApadam|372
zIlam|372
saMvaraH|372
dhUtaguNAH|372
saMlekhaH|372
saMyamaH|372
ayasprapATikA|372
zyAmikA|372
yuktaiH padavyaJjanaiH|372
sahitaiH|372
AnulomikaiH|373
AnucchavikaiH|373
aupayikaiH|373
pratirUpaiH|373
pradakSiNaiH|373
nipakasyAGgasaMbhAraiH|373
nAtijalpet|373
nAtisaret|373
evam AryANAM mantraNA|373
labhyA mithyAdRSTiH prahAtum|373
mA pudgalaH pudgalaM pramiNotu|373
pudgale vA mA pramANam udgRhNAtu|373
kSaNyate|373
parAmRSTaH|373
aparAmRSTaH|373
abhyavahAraH|373
kavalaH|373
atArSIccakSuH samudram|373
sormikam|373
sAvartam|373?
sagrAham|373
samayA pAcanyA|374
azitapItakhAditAsvAditAni samyak sukhena paripAkaM gacchanti|374
nAdhivAsayati|374
vyantIbhavati|374
avyantIkRtaH|374
na vyantIkaroti|374
na dezayati|374
kAyasya bhedAt|374
bandhyaH|374
iSikA mApitA bhavanti|374
sunikhAtaH|374
ArAt|374
davIyAn|374
sukhasyAdhAraH|374
atyayaH|374
svabAhubalopArjitam|374
svedamalAvakSiptaH|374
dhRtiH|374
bhaTTArakaH|374
dharmapaTTAvabaddhaH|374
samutkarSikaH|374
kAmadhenuH|374
ruciraH|375
bahukaraH|375
kalyatA|375
yaSTiH|375
yUpaH|375
upAdAnahetuH|375
pradhAnahetuH|375
sahakAripratyayaH|375
apakSaNaH|375
dauSprajJAH|375
dauHzIlyam|375
muSTikAH|375
sArUpyam|375
anyatra|375
cAritram|375
AcAraH|375
cittacaritam|375
tRptaH|375
ciratRSArttaH|375
parAkramaH|375
manyanA|375?
zalyam|375
paThanti|375
vidhuraH|376
mukhyaH|376
gauNaH|376
aupacArikaH|376
aupacAyikaH|376
paribhASA|376
pratikRtiH|376
puttaliH|376
valmIkaH|376
samAvarjanam|376
dharmazAstram|376
apyekatyaH|376
AviddhaH|376
AkSiptaH|376?
bAlajAtIyaH|376
manyuH|376
gandhayuktiH|376
kRSikarmAntaH|376
sUcIkarma|376
mRtagRham|376
kaTasI|376
gartaH|376
chidram|376
haritazAdvalam|376
pulinam|376
ucchiSTaH|377
sthAvaraH|377
jaGgamaH|377
yAthAkramam|377
madhUcchiSTam|377
sikthakam|377
adhyAzayaH|377
azayaH|377
AzA|377
AzayataH|377
abhipretam|377
ArSabhaM sthAnaM pratijAnIte|377
maGgubhUtaH|377
srastaskandhaH|377
niSpratibhAnaH|377
adhomukhaH|377
pradhyAnaparaH|377
pANDukambalazilAtalam|377
AkhyAnam|377
purANam|377
itihAsaH|377
hAsyam|377
lAsyam|377
vikatthanam|377
pArNavAsI|378
maNDanam|378
laDitam|378
upoSadham|378
nikUjayati|378
dhAtupatitaH|378
uddhRtam|378
parihANiH|378
saMvRtam|378
bIjaM vApayati|378
[a]viSam|378
[b]hAlAhalam|378
pratyAyanArtham|378
gaNanAsamatikrAntaH|378
samudratIrIyakANAm|378
upalam|378
akSamAtrAbhir dhArAbhiH|378
pRthagjanaH|378
garbhAvakrAntiH|378
sukhasaMsparzaH|378
nAnAvyAdhiparigataH|378
na kallo bhavati|378
mahikA|379
nihAraH|379
jalaM vigAhya|379
kvathitam|379
kvAthayitvA|379
ativismayaH|379
adbhUtam|379
Azcaryam|379
vyapakRSTaH|379
anapakRSTaH|379
kalyam eva|379
araNiH|379
mathanam|379
AtmopakramaH|379
praskannaH|379
sukhallikA|379
udyojitaH|379
kaTAkSaH|379
nikRntanti|379
bhairavam|379
bhogaH|379
phaNA|379
koTarA|380
yavasaH|380
pathyadanam|380
nirbhAtsitaH|380
vijRMbhaNaH|380
kANDena mahIM|380
durdinam|380
paNyam|380
dohanam|380
vihAyasA|380
arvAk|380
Avilam|380
AdhipateyaH|380
sabhyaH|380
asabhyaH|380
samAsataH|380
saMkSepataH|380
paryanuyogaH|380
kAryam|380?
kAraNam|380
heyopAdeyam|380
unmeSaH|380
nimeSaH|380
kitavaH|380
kaitavam|381
karaNIyam|381
akaraNIyam|381
vardhate|381
vaimAtram|381
nistaraH|381
durabhisaMbhavaH|381
samudAnayanam|381?
arjanam|381?
dhuraH|381?
aniketaH|381?
uparodhavAsaH|381
AbRDhazalyam|381
saMdhukSaNam|381
iJjitam|381
syanditam|381
samucchrayaH|381
samucchritaH|381
nikSepaH|381?
luptaH|381
vedam adhyApayati|381
saMnizritaH|381
prahlAdaH|381
balAdhAnam|382
AkAGkSamANaH|382
uccalitaH|382
vyayaH|382
vinibandhaH|382
viThapanapratyupasthAnalakSaNam|382
mlAnam|382
zIrNam|382
avyavakIrNaH|382
sAvadyam|382
anavadyam|382
nirgataH|382
prabhraSTaH|382
pradhyAyantaH|382
dakSo mAyAkAro mAyAkArAntevAsI vA|382
pravartakam|382
anuvartakam|382
saMrodhaH|382
vikatthitam|382
liGgam|382
pratikSepaNasAvadyaH|382
nirAkaraNam|382
kAritram|382
ceSTitam|383
dRggheyam|383
bhAvanAheyam|383
asyAm|383
Asyam|383
paTuH|383
prAptyanuSaGgaH|383
puNyAbhiSyandaH|383
AjJAcittena|383
sarvacetasA samanvAhRtya|383
pativratA|383
satatasamitam|383
klezabahulam|383
tIvrarAgaH|383
tIvradveSaH|383
tIvramohaH|383
dInaH|383
hInaH|383
lInaH|383
viSAdaH|383
avasAdam Apadyate|383
viSaNNamAnasaH|383
cittaM nAvalIyate na saMlIyate|384
na vipRSThIbhavati asya mAnasam|384
eSaNA|384
paryeSaNA|384
anvesaNA|384
samanveSaNA|384
mRgayate|384
pratyanubhavati|384
vedayati|384
saMvedayati|384
pratisaMvedayati|384
nityaH|384
dhruvaH|384
zAzvataH|384
avipariNAmadharmA|384
kUTasthaH|384
avakalpanA|384
sambhAvanA|384
cetasaH prasAdaH|384
acchaH|384
viprasannaH|384
svacchaH|384
prasannaH|384
anAvilaH|384
anArataH|385
avirataH|385
aprativirataH|385
anuparataH|385
kuntam|385
AkaraH|385
nidhAnam|385
dhanam|385
dravyam|385
dhArmikIkSitam anupradAsyAmaH|385
nighaH|385
AdInavaH|385
kilbiSam|385
aparAdhaH|385
bAlollopanam|385
mRSA|385
moSadharmiNaH|385
vipariNatam|385
riktaH|385
tucchaH|385
vazikaH|385
asAraH|385
nirIhaH|385
nizceSTaH|385?
vaGkaH|386
vakraH|386
jihmaH|386
kuTilaH|386
cakrikaH|386
kusRtiH|386
jighatsitaH|386
pipAsitaH|386
kuprAvaraNaH|386
kucelaH|386
kRpaNaH|386
vanIyakaH|386
ArtaH|386
dhanikabhayabhItayaH|386
klamathaH|386
klamaH|386
garvitaH|386
stambhaH|386
vispardhaH|386
darpitaH|386
mattaH|387
akSakrIDaH|387
krIDati|387
ramati|387
paricArayati|387
kanduH|387
prahelikaH|387
gahanam|387
ghanam|387
anupahatam|387
akSatam|387
atRptam|387
uddhuraH|387
satpuruSaH|387
puRuSavRSabhaH|387
puruSapuGgavaH|387
mahApuruSaH|387
sArthavAhaH|387
na kuNDo bhavati|387
na laGgo bhavati|387
na pakSahato bhavati|387
na vikalendriyo bhavati|387
bhogaH|387
upabhogaH|388
paribhogaH|388
ADhyaH|388
mahAdhanaH|388
prabhUtadhanaH|388
paJcabhiH kAmaguNaiH samarpitaH|388
samanvaGgIbhUtaH|388?
sarvasukhasamarpitaH|388
samarpitaH|388
yuktam|388
samanvAgataH|388
upetaH|388?
duHkhasyAntakaraH|388
paryavarodhaH|388
IryApathaH|388
gocaraH|388
mAracamUH|388
kRSNabandhuH|388
anuparipAlayati|388
sAsravajJAnam|388
anAsravajJAnam|388
vipattiH|388
pradalitaH|388
vikiraNam|388
vigataH|389
vidhvaMsanadharmA|389
bhedanam|389
mArutaH|389
tithiH|389
hutAzanaH|389
hutabhuk|389?
AkAzam|389
gaganam|389
kham|389?
analaH|389
bhUtadhAtrI|389
anilaH|389
sujAtaH|389
supariNataH|389
anujAtaH|389
prasUtaH|389
AnuSaGgikaH|389
susamsthitaH|389
hetukaH|389?
prAyogikaH|389
svarasanirodhaH|389
na nivartayati|389
nirhAraH|389
abhinirvartakaH|389?
avaropitakuzalamUlaH|390
pratipattisampat|390
kaTasIvardhitA|390
saMjananam|390
samudAnayanAya|390
bhAvI|390
parikalpasamucchRtaH|390
vartate|390
AsAdanam|390
AsAdya|390
prAptaH|390
arpaNA|390
prabhAvayanti|390
samudAcAraH|390
pratipAdayati|390
pratilabdhaH|390
upanAmayati|390
vRddhiM virUDhi|390
AcayaH|390
upacayaH|391
AcitaH|391
pUrNatvam|391
anuzerate|391
utkarSaH|391
upabRMhayati|391
vivardhanam|391
saMcitaH|391
vRddhiprasarpaNam|391
visarpaNam|391
upacitataram|391
cayaH|391
apacayaH|391
nirUpaNA|391
nirvikalpam|391
avikalpam|391?
savikalpam|391
yoniza upalakSitavyam|391
prarUpaNA|391
upaparIkSaNam|391
abhinirUpaNA|391
vyavacArayitavyaH|391
upanidhyAtavyaH|391
nidhyAptiH|391
pratyavekSitavyam|392
nidhyAyati|392
anugantavyam|392
AjJApayet|392
nidhyApayet|392
saMjJApayet|392
UhanA|392
UhApohasamarthaH|392
upalakSaNam|392
prekSate|392
nitIraNam|392
vicAraNam|392
samodahanaH|392
anvodahanam|392
paJcaskandhaprakaraNam|392
AbhisaMkSepikam|392
abhyavakAzikam|392
samAdAnikam|392
parikalpitam|392
vaibhUtikam|392
sAMvyavahArikam|392
zAstrIyAH|392
sArdram|392
sAdyam|392
anubhUtiH|393
anubhavati|393
vidhAnam|393
Adriyate|393
kharaH|393
krUraH|393
khalaH|393
paruSam|393
rUkSam|393
vyApRtaH|393
vyutpannam|393
vyutpattiH|393
prakRtiH|393
svabhAvaH|393
svarUpam|393
anuvidhAnam|393
puraHsaraH|393
vinazvaram|393
svatantraH|393
anusyUtiH|393
asmin satIdaM bhavati|393
asyotpAdAdidamutpadyate|393
jayakaraH|394
madhukaraH|394
sarvArthasAdhakaH|394
parigaNaH|394
adhyAsitaH|394
AcAmaH|394
maNDaH|394?
nizAdAzilA|394
mizAdAputraH|394
zilAputraH|394?
gharaTTaH|394
AtAnam|394
nAliH|394
vemaH|394
turiH|394
samArUDham|394
akuthitam|394
Akasmikam|394
raNaH|394
akRtAbhyAgamaH|394
kRtavipraNAzaH|394
anantarajanma|394?
kRSNazuklam|394
gurutaraM bhavati|394
vasanaH|395
AvedhaH|395
parajJAptisaMcetanIyatA|395
parasaMjJAptisaMcetanIyatA|395
phalavipAkasaMmohaH|395
tattvArthasaMmohaH|395
vyAsekaH|395
daivam|395
vimalanA|395
vyavakiraNA|395
sparzarUpaNA|395
dezanirUpaNA|395
cakSuHsaMsparzajA vedanA sukhApi duHkhApyaduHkhAsukhApi|395
zrotraghrANajihvAkAyamanaHsaMsparzajA vedanA sukhApi duHkhApy aduHkhAsukhApi|395
sukhApi kAyikI duHkhApy aduHkhAsukhApi kAyiki|395
sukhApi caitasikI duHkhApyasukhAduHkhApi caitasikI|396
sukhApi sAmiSA duHkhApy aduHkhAsukhApi sAmiSA|396
sukhApi gredhAzritA duHkhApyaduHkhAsukhApi gredhAzritA|396
sukhApi naiSkramyAzritA duHkhApyaduHkhAsukhApi naiSkramyAzritA|396
vAkyazeSaH|396
upanibandhanam|396
vivakSA|396
valganA|396
rUpaNAt|396
rUpyate|396
vijJAnanAlakSaNam|396
dharmAyatanikam|397
varNanibham|397
vibhASA|397
upadezaH|397
AmnAyaH|397
pAriNAmikaH|397
sAMyogikaH|397
zlatham azlatham|397
UrjA|397
zramaH|397
vizramaH|397
mUrcchA|397
tRptiH|397
balam|397
daurbalyam|397
AvasthikaH|397
ucitam|397
anucitam|397
prayuktaH|397
AtyantikaH|397
aikAntikaH|397
avasthA|398
vAdaH|398
vAdAdhikaraNam|398
vAdAdhiSThAnam|398
vAdAlaGkAraH|398
vAdanigrahaH|398
vAdaniHsaraNam|398
vAde bahukarA dharmAH|398
pravAdaH|398
vivAdaH|398
apavAdaH|398
anuvAdaH|398
avavAdaH|398
vyapakarSitam|398
AjJAm ArAgayati|398
samavasargaH|398
prAtikSepikam|398
vihAnyA|398
saMkalanaprahANam|398
prAmANikA sahAyakAH|398
vAdavidhijJena bhavitavyam|398
AtmakAmaH|398
no tu vigRhya vAdaH|398
rAjakulam|398
yuktakulam|399
sabhA|399
dRSTAntenAdRSTasyAnta samIkaraNasamAkhyAnam|399
ekAvacArakaH|399
pUrvapAdakaH|399
pazcAtpAdakaH|399
utkArikaH|399
kApadezaH|399
yApadezaH|399
svasatprakAzAbhrAnto ऽrthaH|399
muSTiyogaH|399
hetuH|399
kAraNam|399
nimittam|399
ratnAharaNam|399
adhikAraH|400
pratyAsattiH|400
niSpulam|400
apagataphalguH|400
kiTTam|400
prayatyate|400
kSepaH|400
vyAhatam|400
vyavasIyante|400
vedyam|400
vedakam|400
vittiH|400?
abhidrugdham|400
apalApam|400
kAJcanagarbhAmRttikA|400
asraMsanam|400
abhijJAjJAnam|400
pratibhUH|400
jIrNo vRddhaH|401
mahallakaH|401
adhvagataH|401
ubhayato lohitakRtopadhAnam|401
sauryodayikA|401
pratinisargaH|401
vyantIbhAvaH|401
vyupazamaH|401
bAhIkaH|401
praNItadhAtukam|401
madhyadhAtukam|401
hInadhAtukam|401
mUlagranthaH|401
kathAvastu|401
saMkalanam|401
saMkathyavinizcayaH|401?
upodbalam|402
sthitiH|402
maraNAbhavaH|402
antarAbhavaH|402
upapattibhavaH|402
pUrvakAlabhavaH|402
utsUDhiH|402
eDamUkaH|402
hastasaMvAcakaH|402
durAtmA|402
rasikaH|402
padasthAnaH|402
avadIrNaH|402
abhidheyaH|402
kRtArthaH|402
parato ghoSAnvayaH|402
utplavaH|402
vayasyaH|402
pratisaMdhibandhaH|402
anUpaH|402
AryamahAvaipulyabuddhAvataMsakasutrAntavitta gaNanAnAmAni|402
zatam|402
sahasram|403
koTiH|403
ayutam|403
niyutam|403
viMvaram|403
kaMkaram|403
agAram|403
pravaraH|403
mavaraH|403
avaraH|403
tavaraH|403
sImA|403
hUmam|403
nemam|403
avagam|403
mIgavam|403
viragam|403
vigavam|403
saMkramaH|403
visaraH|403?
vijambhaH|403
vijAgaH|403
visotaH|403?
vivAhaH|403
vibhaktiH|404
vikhyAtaH|404
tulanam|404
dharaNam|404
vipathaH|404
viparyaH|404
samaryaH|404
viturNam|404
hevaraH|404
vicAraH|404
vicastaH|404
atyudgataH|404
viziSTaH|404
nevalaH|404
harivaH|404
vikSobhaH|404
halibhuH|404
harisaH|404
helugaH|404
drabuddhaH|404
haruNaH|404
maludaH|404
kSamudaH|404
eladaH|404
malumaH|404
sadamaH|405
vimudaH|405
vaimAtraH|405
pramAtraH|405
sumAtraH|405?
bhramAtraH|405?
gamAtraH|405
namAtraH|405
hemAtraH|405
vemAtraH, dhemAtraH|405
paramAtraH|405
zivamAtraH|405
elaH|405
velaH|405
telaH|405
gelaH|405
svelaH|405
nelaH|405
kelaH|405
selaH|405
phelaH|405
melaH|405
saraTaH|405?
merudaH. meludaH|405
kheludaH|405
mAtulaH|406
samulaH|406
ayavaH|406
kamalam|406
magavaH|406
ataraH|406
heluyaH|406
veluvaH|406
kalApaH|406
havavaH|406
vivaraH. vevaraH|406
navaraH|406
malaraH|406
savaraH|406
meruTuH. meruhuH. merutUH|406
camaraH|406
dhamaraH|406
pramAdaH|406
vigamaH|406
upavartaH|406
nirdezaH|406
akSayaH|406
sambhUtaH|406
amamaH|406
avAntaH|406
utpalaH|407
padmaH|407
saMkhyA|407
gatiH|407
upagamaH|407
asaMkhyeyam|407
asaMkhyeyaparivartaH|407
aparimANaH|407
aparimANaparivartaH|407
aparyantaH|407
aparyantaparivartaH|407
asamantaH|407
asamantaparivartaH|407
agaNeyam|407
agaNeyaparivartaH|407
atulyam|407
atulyaparivartaH|407
acintyam|407
acintyaparivartaH|407
ameyam|407
ameyaparivartaH|407
anabhilApyam|407
anabhilApyaparivartaH|407
anabhilApyAnabhilApyaparivartanirdezaH|407
AryagaNDavyUhodbhavitasaMkhyAnAmAni|408
ekam|408
daza|408
zatam|408
sahasram|408
koTiH|408
ayutam|408
niyutam|408
viMvaraH|408
kaMkaraH|408
AgAraH|408
pravaram|408
savaram|408
avaram|408
tavaram|408
sImam|408
pomam|408
nemam|408
ArAvam|408
mRgavam|408
vinAkam|408
vigavam|408
saMgramam|409
visaram|409
vibhajam|409
vijagham|409
visodam|409
vivAhaH|409
vibhaktam|409
vikhatam|409
tulanam|409
varaNam|409
vivaram|409
avanam|409
thavanam|409
vivaryam|409
samaryam|409
viturNam|409
gevaram|409
vicAram|409
vyatyastam|409
atyudgatam|409
viziSTam|409
nivalam|409
haribham|409
vikSobham|409
halibham|409
hariH|410
alokaH|410
dRSTAntaH|410
hadunam|410
elam|410
dumelam|410
kSepuH|410
eladam|410
mAludam|410
samatA|410
vimadam|410
pramAtram|410
amantram|410
bhramantram|410
gamantram|410
namantram|410
nahimantram|410
vimantram|410
paramantram|410
zivamantram|410
eluH|410
veluH|410
geluH|410
zveluH|410
neluH|410
bheluH|411
keluH|411
seluH|411
peluH|411
meluH|411
saralam|411
meruduH|411
kheluduH|411
mAluduH|411
sambalam|411
apavaH.|411
kamalam|411
magavam|411
ataruH|411
heluvuH|411
kaSacam|411
havavaH|411
havalam|411
vivaram|411
bimbam|411
miravaH|411
caraNam|411
caramam|411
dhavaram|411
dhamanam|412
pramAdaH|412
nigamam|412
upavartam|412
nirdezaH|412
akSayam|412
saMbhUtam|412
amamam|412
avadam|412
utpalam|412
padmam|412
saMkhyam|412
upagamam|412
gatiH|412
upamyaH|412
asaMkhyeyam|412
asaMkhyeya parivartaH|412
apramANam|412
apramANaparivartaH|412
aparimANam|412
aparimANaparivartaH|412
aparyantaH|412
aparyantaparivartaH|412
asamantaH|412
asamantaparivartaH|412
agaNeyam|412?
agaNeyaparivartaH|413
atulyam|413
atulyaparivartaH|413
acintyam|413
acintyaparivartaH|413
amApyam|413
amApyaparivartaH|413
anabhilApyam|413
anabhilApyaparivartaH|413
anabhilApyAnabhilApyam|413
anabhilApyAnabhilApyaparivartaH|413
lalitavistarodbhavitasaMkhyAnAmAni|413
zataM koTInam ayutaM nAmocyate|413
zatam ayutAnAm nayutaM nAmocyate|413
zataM nayutAnAM kaMkaraM nAmocyate|413
zataM kaMkarANAM viMvaraM nAmocyate|413
zataM viMvarANAm akSobhyaM nAmocyate|413
zataM akSobhyANAM vivAho nAmocyate|414
zataM vivAhAnAm ucchaGgaM nAmocyate|414
zataM ucchaGgAnAM bahulaM nAmocyate|414
zataM bahulAnAM nAgabalaM nAmocyate|414
zataM nAgabalAnAM TiTilaM nAmocyate|414
zataM TiTilAnAM vyavasthAna prajJaptir nAmocyate|414
zataM vyavasthAna prajJaptInAM hetuhilaM nAmocyate|414
zataM hetuhilAnAM karaphur nAmocyate|414
zataM karaphUNAM hetvindriyaM nAmocyate|414
zataM hetvindriyANAM samAptalambho nAmocyate|414
zataM samAptalambhAnAM gaNanAgatir nAmocyate|414
zataM gaNanAgatInAM nIvaraNaM nAmocyate|414
zataM nIvaraNAnAM mudrAbalaM nAmocyate|414
zataM mudrAbalAnAM sarvabalam nAmocyate|414
zataM sarvabalAnAM visaMjJAvatir nAmocyate|414
zataM visaMjJAvatInAM sarvasaMjJAnAmocyate|414
zataM sarvasaMjJAnAM vibhUtigamaM nAmocyate|415
zataM vibhUtigamAnAM tallakSaNam|415
iti hi tallakSaNagaNanayA sumeruparvatarAjo lakSanikSepakriyayA parikSayaM|415
ato ऽpyuttari dhvajAgramaNir nAma gaNanA|415
dhvajAgranizrAvaNI nAma gaNanA|415
vAhanaprajJAptiH|415
iTTA|415
kuTTA|415
kuTTAvitA|415
sarvavikSepatA|415
agrasArA|415
ato ऽpyuttari paramANurajaHpravezo nAma gaNanA|415
ekam|415
daza|415
zatam|415
sahasram|416
prabhedaH|416
lakSam|416
atilakSam|416
koTiH|416
madhyaH|416
ayutaH|416
mahAyutaH|416
nayutaH|416
mahAnayutaH|416
prasutaH|416
mahAprasutaH|416
kaMkaraH|416
mahAkaMkaraH|416
bimbaraH|416
mahAbimbaraH|416
akSobhyaH|416
mahAkSobhyaH|416
vivAhaH|416
mahAvivAhaH|416
utsaGgaH|416
mahotsaGgaH|416
vAhanaH|416
mahAvAhanaH|416
TiTibhaH|416
mahATiTibhaH|417
hetuH|417
mahAhetuH|417
karabhaH|417
mahAkarabhaH|417
indraH|417
mahendraH|417
samAptaH|417
mahAsamAptaH|417
gatiH|417
mahAgatiH|417
nimbarajaH|417
mahAnimbarajaH|417
mudrA|417
mahAmudrA|417
balam|417
mahAbalam|417
saMjJA|417
mahAsaMjJA|417
vibhUtaH|417
mahAvibhUtaH|417
balAkSam|417
mahAbalAkSam|417
asaMkhyam|417
apramANam|418
aprameyam|418
aparimitam|418
aparimANam|418
atulyam|418
amApyam|418
acintyam|418
anabhilApyam|418
ekam|418
daza|418
zatam|418
sahasram|418
ayutam|418
lakSam|418
niyutam|418
koTiH|418
arbudam|418
nyarbudam|418
padmam|418
kharvam|418
nikharvam|418
mahApadmam|418
zaGku|418
samudram|419
madhyam|419
aTTaH|419
parArdham|419
ekaH|419
dvau|419
trINi|419
catvAri|419
paJca|419
SaT|419
sapta|419
aSTau|419
nava|419
daza|419
ekAdaza|419
dvAdaza|419
trayodaza|419
caturdaza|419
paJcadaza|419
SoDaza|419
saptadaza|419
aSTAdaza|419
ekonaviMzati|419
viMzati|419
ekaviMzati|420
dvAviMzati|420
trayoviMzati|420
caturviMzati|420
paJcaviMzati|420
SaDviMzati|420
saptaviMzati|420
aSTAviMzati|420
ekonatriMzat|420
triMzat|420
ekatriMzat|420
dvAtriMzat|420
trayastriMzat|420
catustriMzat|420
paJcatriMzat|420
SaTtriMzat|420
saptatriMzat|420
aSTAtriMzat|420
ekonacatvAriMzat|420
catvAriMzat|420
ekacatvAriMzat|420
dvAcatvAriMzat|420
trayazcatvAriMzat|420
catuzcatvAriMzat|420
paJcacatvAriMzat|420
SaTcatvAriMzat|421
saptacatvAriMzat|421
aSTAcatvArimzat|421
ekonapaJcAzat|421
paJcAzat|421
ekapaJcAzat|421
dvApaJcAzat|421
trayaHpaJcAzat. tripaJcAzat|421
catuHpaJcAzat|421
paJcapaJcAzat|421
SaTpaJcAzat|421
saptapaJcAzat|421
aSTApaJcAzat|421
ekonaSaSTiH|421
SaSTiH|421
ekaSaSTiH|421
dvASaSTiH|421
triSaSTiH|421
catuHSaSTiH|421
paJcaSaSTiH|421
SaTSaSTiH|421
saptaSaSTiH|421
aSTASaSTiH|421
ekonasaptatiH|421
saptatiH|421
ekasaptatiH|422
dvAsaptatiH|422
trisaptatiH|422
catuHsaptatiH|422
paJcasaptatiH|422
SaTsaptatiH|422
saptasaptatiH|422
aSTAsaptatiH|422
ekonAzItiH|422
azItiH|422
ekAzItiH|422
dvyazItiH|422
tryazItiH|422
caturazItiH|422
paJcAzItiH|422
SaDazItiH|422
saptAzItiH|422
aSTAzItiH|422
ekonanavatiH|422
navatiH|422
ekanavatiH|422
dvinavatiH|422
trinavatiH|422
caturnavatiH|422
paJcanavatiH|422
SaNNavatiH|423
saptanavatiH|423
aSTAnavatiH|423
ekonazatam|423
zatam|423
ardham|423
adhyardham|423
ardhatRtIyam|423
adhyuSTaH.|423
tRtIyabhAgaH|423
tRtIyAMzaH|423
caturthabhAgaH|423
caturthAMzaH|423
paJcamabhAgaH|423
paJcamAMzaH|423
prathamam|423
dvitIyam|423
tRtIyam|423
caturtham|423
paJcamam|423
SaSTam|423
saptamam|423
aSTamam|423
navamam|423
dazamam|424
paramANuH|424
aNuH|424
loharajaH|424
abrajaH|424
zazarajaH|424
avirajaH|424
gorajaH|424?
vAtAyanacchidrarajaH|424
likSA|424
yUkaH|424
yavaH|424
aGguliparva|424
caturviMzatiguNaH|424?
hastaH|424?
dhanuH|424
dhanuH paJcazatAni krozaH|424?
yojanam|424
prAkRtahastibalam|424
gandhahastibalam|424
mahAnagnabalam|424
varAGgabalam|424
praskandibalam|425
cANUrabalam|425
nArAyaNabalam|425
kAlaH|425
velA|425?
samayaH|425?
kSaNam|425
lavaH|425
muhUrtaH|425
rigiti|425
Rgiti|425?
RTiti|425?
samanantaram|425
acchaTAsaMghAtamAtram|425
rajanI|425
prazAntarAtriH|425
pUrvarAtraH|425
apararAtraH|425
prathame yAme|425
madhyame yAme|425
pazcime yAme|425
praharaH|425
tasyA eva rAtryA atyayena|425
candra udAgacchat|426
aruNodgatam|426
ghaTikA|426
nADI|426?
prathamapraharaH|426
dvitIyapraharaH|426
tRtIyapraharaH|426
caturthapraharaH|426
paJcamapraharaH|426
sUryodayaH|426
divasaH|426
pUrvAhNaH|426
madhyAhaH|426
aparAhNaH|426
sAyAhnaH|426
ahorAtram|426
vasantaH|426
grISmaH|426
varSA|426
zarat|426
zAradaH|426?
hemantaH|426
ziziraH|426
nidAghaH|426
grISmANAM pazcime mAse|426
phAlgunaH|426
caitraH|427
vaizAkhaH|427
jeSThaH|427
ASADhaH|427
zrAvaNaH|427
bhAdrapadaH|427
azviniH|427
kArttikaH|427
mRgazIrSaH|427
pauSaH|427
mAghaH|427
mAsaH|427
ekapakSaH|427
zuklapakSaH|427
kRSNapakSaH|427
varSam|427
saMvatsaram|427
saMvartakalpaH|427
vivartakalpaH|427
antarakalpaH|427
zastrAntarakalpaH|427
rogAntarakalpaH|427
durbhikSAntarakalpaH|427
tejaHsaMvartanI|427
apsaMvartanI|428
vAyusaMvartanI|428
utkarSaH|428
apakarSaH|428
kalpaH|428
mahAkalpaH|428
bhadrakalpaH|428
kRtayugam|428
tretAyugam|428
dvAparayugam|428
kaliyugam|428
adhunA|428
sAMpratam|428?
idAnIm|428?
etarhi|428?
sadyaH|428?
bhUtapUrvam|428
atikrAntaH|428
atItaH|428
pUrvAntaH|428
pUrvakoTiH|428
aparAntaH|428
pUrvakAlaH|428
abhUt|428
AsIt|428?
tena kAlena|428
tenasamayena|428
vartamAnaH|428
pratyutpannaH|429
anAgatakAlaH|429
pazcimakAlaH|429
AgAmI|429
bhaviSyat|429?
dIrgharAtram|429
cirakAlam|429
tryadhva|429
triSkAlaH|429?
sandhyAkAlaH|429
trisandhiH|429
parva|429?
digvidignAmAni|429
dik|429
pUrvA|429
dakSiNA|429
pazcimaH|429
uttaraH|429
pUrvadakSiNA|429
dakSiNapazcimA|429
pazcimottarA|429
uttarapUrvA|429
adhaH|429
Urdhvam|429
aizAnI|429
AgneyI|430
nairRtI|430
vAyavI|430
aindrI|430
yAmyA|430
vAruNI|430
kauverI|430
saMghasaMgrahAya|430
saMghasuSThutAyai|430
